Token.ID	Corpus	Text.ID	Genre	Comments	Type	Semantic.Relation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy	Possessum.Animacy	Possessor.Givenness	Possessor.Word.Count	Possessum.Word.Count	Possessor.Syl.Count	Possessum.Syl.Count	Prior.Genitive	Possessor.Animacy.Bin	Possessum.Animacy.Bin	Semantic.Relation.Bin	TypeTokenRatio	PossessorFreq	PossessumFreq	PossessorTextFreq	PossessumTextFreq	PossessorLogTFreq	PossessumLogTFreq	Prior.Genitive.Bin	Genre.Bin
782	Frown	G06	Non-fiction		s	OTH	the military's version	Colonel Benavides , who , according to the military 's version of events , ordered the killings , was convicted on all eight counts of murder .	the military	military	CommonN	N	version	version	collective human	inanimate abstract	n	2	2	2	1	of	Inanim	Inanim	N	80	7	2	0.0035	0.001	-2.455931956	-3	N	Non-press
783	Frown	G06	Non-fiction		of	OTH	the murder of 15-year-old Celina Mariceth Ramos	His deputy at the Military Academy , Lieut. Yusshy Ren&eacute; Mendoza Vallecillos , was convicted solely of the murder of 15-year-old Celina Mariceth Ramos .	15-year-old Celina Mariceth Ramos	Ramos	ProperN	Y	the murder	murder	human	inanimate abstract	n	4	4	NA	2	s	Anim	Inanim	N	79	3	14	0.0015	0.007	-2.823908741	-2.15490196	Y	Non-press
784	Frown	G06	Non-fiction		of	OTH	the killing of Celina Ramos	There is no more reason to link Mendoza to the killing of Celina Ramos than to any other murder .	Celina Ramos	Ramos	ProperN	Y	the killing	killing	human	inanimate abstract	n	2	2	NA	2	of	Anim	Inanim	N	83	3	5	0.0015	0.0025	-2.823908741	-2.602059991	N	Non-press
785	Frown	G06	Non-fiction		s	OTH	the Jesuits' cook	Celina died embracing her mother , Julia Ramos , the Jesuits ' cook , with whom she shared a sofabed that night , so whoever killed Celina also killed her mother .	the Jesuits	Jesuits	CommonN	Y	cook	cook	collective human	human	n	2	2	2	1	of	Inanim	Anim	N	85	5	2	0.0025	0.001	-2.602059991	-3	N	Non-press
786	Frown	G06	Non-fiction		s	OTH	Mendoza's conviction	Argentine attorney Eduardo Luis Duhalde , who observed the trial for the American Association of Jurists , called Mendoza 's conviction `` totally incomprehensible factually and legally . ''	Mendoza	Mendoza	ProperN	N	conviction	conviction	human	inanimate abstract	g	1	1	1	1	s	Anim	Inanim	N	78	4	3	0.002	0.0015	-2.698970004	-2.823908741	Y	Non-press
787	Frown	G06	Non-fiction		of	OTH	the orders of their superiors	The jury 's decision provoked speculation that it might have believed that the soldiers who originally confessed to committing the murders did so on the orders of their superiors and should not be held accountable , even contravention of both Salvadoran law and the Nuremberg principles .	their superiors	superiors	CommonN	Y	the orders	orders	human	inanimate abstract	n	2	2	2	2	s	Anim	Inanim	N	78	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Non-press
788	Frown	G06	Non-fiction		s	OTH	The jury's decision	The jury 's decision provoked speculation that it might have believed that the soldiers who originally confessed to committing the murders did so on the orders of their superiors and should not be held accountable , even contravention of both Salvadoran law and the Nuremberg principles .	The jury	jury	CommonN	N	decision	decision	collective human	inanimate abstract	n	2	2	2	1	of	Inanim	Inanim	N	80	12	4	0.006	0.002	-2.22184875	-2.698970004	N	Non-press
789	Frown	G06	Non-fiction		s	OTH	his government's request	A European law professor who observed the trial at his government 's request said the most `` credible hypothesis '' concerning the verdict was that someone `` influenced -LSB- the jury -RSB- in one form or another ... to predetermine its decision .	his government	government	CommonN	N	request	request	collective human	inanimate abstract	n	2	2	2	1	s	Inanim	Inanim	N	74	4	1	0.002	0.0005	-2.698970004	-3.301029996	Y	Non-press
790	Frown	G06	Non-fiction		of	OTH	the outcome of the trial	In a /<hi Washington Post /< Op-Ed article last October , Moakley said he could not `` rule out the possiblity that the military interfered with the outcome of the trial .	the trial	trial	CommonN	N	the outcome	outcome	inanimate abstract	inanimate abstract	g	2	2	2	2	s	Inanim	Inanim	N	73	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Non-press
791	Frown	G06	Non-fiction		of	OTH	the product of a deal	"In November , on the second anniversary of the killings , Central American University issued a statement saying that the jury 's "" strange "" conclusions `` leads us to consider that the verdict - like the entire judicial process - was the product of a deal . ''"	a deal	deal	CommonN	N	the product	product	inanimate abstract	inanimate concrete	n	2	2	2	2	of	Inanim	Inanim	N	76	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
793	Frown	G06	Non-fiction		of	OTH	the second anniversary of the killings	"In November , on the second anniversary of the killings , Central American University issued a statement saying that the jury 's "" strange "" conclusions `` leads us to consider that the verdict - like the entire judicial process - was the product of a deal . ''"	the killings	killings	CommonN	Y	the second anniversary	anniversary	inanimate abstract	inanimate abstract	n	2	2	2	3	s	Inanim	Inanim	N	71	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Non-press
794	Frown	G06	Non-fiction		of	OTH	the product of a judicial system which works	The communiqu&eacute; continued , `` This verdict was not the product of a judicial system which works , but something darker , more political , and not ruled by established institutional procedures . ''	a judicial system which works	system	CommonN	Y	the product	product	inanimate abstract	inanimate concrete	n	5	5	5	2	of	Inanim	Inanim	N	71	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
795	Frown	G06	Non-fiction		s	OTH	the military's point of view	The verdict did have a certain utility from the military 's point of view .	the military	military	CommonN	N	point of view	point	collective human	inanimate abstract	n	2	2	2	3	of	Inanim	Inanim	N	77	7	4	0.0035	0.002	-2.455931956	-2.698970004	N	Non-press
796	Frown	G06	Non-fiction		of	OTH	the size of the army	The peace treaty calls for a vast reduction in the size of the army , and the elite battalions are to be gradually disbanded .	the army	army	CommonN	N	the size	size	collective human	inanimate abstract	n	2	2	2	2	s	Inanim	Inanim	N	72	7	1	0.0035	0.0005	-2.455931956	-3.301029996	Y	Non-press
797	Frown	G06	Non-fiction		of	OTH	current members of the Atlacatl	Yet the treaty leaves open the question of whether current members of the Atlacatl and other battalions are to be reassigned or discharged , and convictions of skilled commandos would no doubt have been a blow to the morale of the Atlacatl fighters , whose unit will not be demobilized until September .	the Atlacatl	Atlacatl	ProperN	N	current members	members	collective human	human	g	2	2	NA	2	of	Inanim	Anim	N	72	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Non-press
798	Frown	G06	Non-fiction		of	OTH	convictions of skilled commandos	Yet the treaty leaves open the question of whether current members of the Atlacatl and other battalions are to be reassigned or discharged , and convictions of skilled commandos would no doubt have been a blow to the morale of the Atlacatl fighters , whose unit will not be demobilized until September .	skilled commandos	commandos	CommonN	Y	convictions	convictions	human	inanimate abstract	n	2	2	2	1	of	Anim	Inanim	N	68	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
799	Frown	G06	Non-fiction		of	OTH	the morale of the Atlacatl fighters	Yet the treaty leaves open the question of whether current members of the Atlacatl and other battalions are to be reassigned or discharged , and convictions of skilled commandos would no doubt have been a blow to the morale of the Atlacatl fighters , whose unit will not be demobilized until September .	the Atlacatl fighters	fighters	CommonN	Y	the morale	morale	human	inanimate abstract	n	3	3	NA	2	of	Anim	Inanim	N	72	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
800	Frown	G06	Non-fiction		s	OTH	Zamora's court	Defense attorneys , who repeatedly tried to have the case transferred out of Zamora 's court in 1990 , have asked the judge to recuse himself , citing the fact that he once taught law at Central American University .	Zamora	Zamora	ProperN	N	court	court	human	collective human	n	1	1	1	1	of	Anim	Inanim	N	80	2	2	0.001	0.001	-3	-3	N	Non-press
801	Frown	G06	Non-fiction		s	OTH	Congressman Moakley's statement	Whether Congressman Moakley 's statement will trigger an investigation by Salvadoran authorities into who acutally ordered the assassination depends largely on the State Department .	Congressman Moakley	Moakley	ProperN	N	statement	statement	human	inanimate abstract	n	2	2	NA	1	s	Anim	Inanim	N	89	18	4	0.009	0.002	-2.045757491	-2.698970004	Y	Non-press
805	Frown	G07	Non-fiction		of	OTH	the virtues of homeopathy	I had not been that surprised when some anthroposophical friends and others with interests in so-called alternative medicines had touted the virtues of homeopathy .	homeopathy	homeopathy	CommonN	N	the virtues	virtues	inanimate abstract	inanimate abstract	n	1	1	1	2	n	Inanim	Inanim	N	75	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Non-press
806	Frown	G07	Non-fiction		of	OTH	sales of some homeopathic drug companies	According to the Food and Drug Administration , sales of some homeopathic drug companies increased 1,000 percent .	some homeopathic drug companies	companies	CommonN	Y	sales	sales	collective human	inanimate abstract	n	4	4	4	1	of	Inanim	Inanim	N	78	6	2	0.003	0.001	-2.522878745	-3	N	Non-press
807	Frown	G07	Non-fiction		s	OTH	Europe's two biggest homeopathic pharmaceutical companies	Europe 's two biggest homeopathic pharmaceutical companies have moved into the United States , each acquiring a struggling old American firm .	Europe	Europe	ProperN	N	two biggest homeopathic pharmaceutical companies	companies	place	collective human	n	1	1	1	5	of	Inanim	Inanim	N	80	2	6	0.001	0.003	-3	-2.522878745	N	Non-press
808	Frown	G07	Non-fiction		s	OTH	America's Natural Health Care Company	New to the homeopathic market is Nature 's Way Products Inc. , a manufacturer of food supplements , which describes itself as `` America 's Natural Health Care Company . ''	America	America	ProperN	N	Natural Health Care Company	Company	place	collective human	n	1	1	1	4	s	Inanim	Inanim	N	85	5	3	0.0025	0.0015	-2.602059991	-2.823908741	Y	Non-press
810	Frown	G07	Non-fiction		of	BOD	the new face of homeopathy	Boericke &; Tafel 's brand&rehy;new headquarters seemed the best place to look on the new face of homeopathy , so I flew to San Francisco and then drove north to Santa Rosa .	homeopathy	homeopathy	CommonN	N	the new face	face	inanimate abstract	body part	n	1	1	1	3	s	Inanim	Inanim	Y	86	9	1	0.0045	0.0005	-2.346787486	-3.301029996	Y	Non-press
811	Frown	G07	Non-fiction		s	OTH	my son's birth	-LBR- The last time I had seen people dressed this way was at my son 's birth . -RBR-	my son	son	CommonN	N	birth	birth	human	inanimate abstract	n	2	2	2	1	of	Anim	Inanim	N	80	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Non-press
812	Frown	G07	Non-fiction		s	OTH	a gram's worth	First the technician weighted out a gram 's worth of drops from one bottle of Natrum muriaticum 25X .	a gram	gram	CommonN	N	worth	worth	inanimate abstract	inanimate abstract	n	2	2	2	1	s	Inanim	Inanim	N	80	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Non-press
813	Frown	G07	Non-fiction		s	OTH	Homeopathy's popularity	Homeopathy 's popularity surged in this country after the Civil War , then faded early in this century .	Homeopathy	Homeopathy	CommonN	N	popularity	popularity	inanimate abstract	inanimate abstract	g	1	1	1	1	s	Inanim	Inanim	N	80	3	4	0.0015	0.002	-2.823908741	-2.698970004	Y	Non-press
814	Frown	G07	Non-fiction		of	OTH	the legal privileges of the profession	In this Pulitzer Prize-winning book , The Social Transformation of American Medicine , Paul Starr says homeopaths `` won a share in the legal privileges of the profession . ''	the profession	profession	CommonN	N	the legal privileges	privileges	collective human	inanimate abstract	n	2	2	2	3	s	Inanim	Inanim	N	83	2	1	0.001	0.0005	-3	-3.301029996	Y	Non-press
815	Frown	G07	Non-fiction		s	OTH	homeopathy's revival	In 1900 , there were 22 homeopathic medical schools here ; in 1918 there were 6 , and now there are none , which makes homeopathy 's revival all the more remarkable .	homeopathy	homeopathy	CommonN	N	revival	revival	inanimate abstract	inanimate abstract	n	1	1	1	1	of	Inanim	Inanim	N	81	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Non-press
816	Frown	G07	Non-fiction		s	OTH	homeopathy's new-found popularity	One reason for homeopathy 's new-found popularity is its focus on the individual .	homeopathy	homeopathy	CommonN	N	new-found popularity	popularity	inanimate abstract	inanimate abstract	n	1	1	1	NA	s	Inanim	Inanim	N	80	9	4	0.0045	0.002	-2.346787486	-2.698970004	Y	Non-press
817	Frown	G07	Non-fiction		s	OTH	the patient's complaints	A visit to a homeopathic physician should involve not only the traditional physical exam -LBR- blood pressure , blood tests and so on -RBR- and the standard medical history , but also at very thorough questions about the patient 's complaints and general health .	the patient	patient	CommonN	N	complaints	complaints	human	inanimate abstract	n	2	2	2	1	s	Anim	Inanim	N	77	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Non-press
818	Frown	G07	Non-fiction		of	OTH	the realm of self-help	Even in the realm of self-help , the same attitude prevails .	self-help	self-help	CommonN	N	the realm	realm	inanimate abstract	inanimate abstract	n	1	1	1	2	s	Inanim	Inanim	N	79	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Non-press
819	Frown	G07	Non-fiction		of	OTH	the appeal of  a book of medical horoscopes	Boericke &; Tafel 's Family Guide to Self-Medication has something of the appeal of a book of medical horoscopes .	a book of medical horoscopes	book	CommonN	Y	the appeal	appeal	inanimate concrete	inanimate abstract	n	5	5	5	2	of	Inanim	Inanim	N	78	2	2	0.001	0.001	-3	-3	N	Non-press
820	Frown	G07	Non-fiction		of	OTH	many conditions of modern life	`` Preeminent for many conditions of modern life .	modern life	life	CommonN	N	many conditions	conditions	inanimate abstract	inanimate abstract	n	2	2	2	2	of	Inanim	Inanim	N	85	2	1	0.001	0.0005	-3	-3.301029996	N	Non-press
821	Frown	G07	Non-fiction		of	OTH	the symptomatic chills and fever of malaria	Hoping to induce the symptomatic chills and fever of malaria , he took large doses of cinchona , which produced the desired results .	malaria	malaria	CommonN	N	the symptomatic chills and fever	fever	inanimate abstract	inanimate abstract	n	1	1	1	5	of	Inanim	Inanim	N	70	2	1	0.001	0.0005	-3	-3.301029996	N	Non-press
822	Frown	G07	Non-fiction		s	OTH	the patient's symptoms	He then instructed his followers to use the drug or treatment that in effect matched the patient 's symptoms .	the patient	patient	CommonN	N	symptoms	symptoms	human	inanimate abstract	n	2	2	2	1	of	Anim	Inanim	N	76	5	3	0.0025	0.0015	-2.602059991	-2.823908741	N	Non-press
823	Frown	G07	Non-fiction		of	OTH	the highest dilutions of homeopathic medicines	The highest dilutions of homeopathic medicines - despite having the least amount of the active ingredient , or ingredients - are supposed to be the most potent and are commonly used for mental or emotional problems .	homeopathic medicines	medicines	CommonN	Y	the highest dilutions	dilutions	inanimate abstract	inanimate abstract	n	2	2	2	3	s	Inanim	Inanim	N	72	8	3	0.004	0.0015	-2.397940009	-2.823908741	Y	Non-press
824	Frown	G08	Non-fiction		of	OTH	the most accomplished master of self-projection	FREDERICK DOUGLASS may or may not have been the greatest African American abolitionist and orator of the 19th Century , but he was certainly the most accomplished master of self-projection .	self-projection	self-projection	CommonN	N	the most accomplished master	master	inanimate abstract	human	n	1	1	NA	4	n	Inanim	Anim	N	69	1	2	5e-4	0.001	-3.301029996	-3	N	Non-press
825	Frown	G08	Non-fiction		of	OTH	the greatest African American abolitionist and orator of the 19th Century	FREDERICK DOUGLASS may or may not have been the greatest African American abolitionist and orator of the 19th Century , but he was certainly the most accomplished master of self-projection .	the 19th Century	Century	CommonN	N	the greatest African American abolitionist and orator	abolitionist	time	human	n	3	3	NA	7	of	Inanim	Anim	N	72	3	5	0.0015	0.0025	-2.823908741	-2.602059991	N	Non-press
